companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary,listing_jobDesc,requested_url
Hubble,3.6,Data Scientist,Singapore,NA,"Possess strong problem solving ability to break down Machine Learning project requirements into a stepwise workflow consisting of requirements, analytics, limitations and deliverables. Possess strong technical knowledge in statistical analysis and ML modeling;, able to develop the models, look for pitfalls and counter limitations. Able to implement, test, deliver, maintain and document the Machine Learning workflow proposed. Able to assess the effectiveness and accuracy of data sources and data gathering techniques. Able to mine, search for and increase the machine learning capabilities of existing data sets. The ability to expand on existing data sets to minimize bias is a plus. Able to continually seek and study new ML models and tools in the market to continuously optimize existing capabilities. Possess excellent communication skills to communicate technicalities to less technical parties. Strong documentation skills Strong teamwork skills to work within and cross departments. Strong sense of responsibility. All work, maintenance and upgrades needs to be completed and delivered in a timely and structured manner. B.E/ B.Tech/ M.C.A in Computer Science, Computer Engineering, Electrical and Electronics Engineering, Statistics, Economics and/or any other equivalent fields Proficient in Python, any other language is a plus. Proficient in accessing and using at least one of the following data storage solutions (S3, Redshift, DynamoDB, MongoDB, SQL, PostgreSQL) Experience in off premise data storage (cloud or local cloud) Experience in finding prediction capabilities from given data set (all kinds accepted) Recommended to have Certification in AWS/Machine Learning/Machine Vision/Data Management/Any other personal Machine Learning, Statistical modeling or data analytics and prediction project Purpose driven Hungry, ambitions, and self-motivated Meritocratic, results/performance > age/bureaucracy Resourceful, independent, chart our own destiny Determined, perseverance, and hard working Creative, innovative, out of the box",https://www.glassdoor.sg/partner/jobListing.htm?pos=1009&ao=1136043&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d00fa034&cb=1679538508233&jobListingId=1008540421444&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-3cda126ead7647cd-
HUBBLE PTE. LTD.,3.6,Data Scientist,Singapore,5000 - 7000,"Possess strong problem solving ability to break down Machine Learning project requirements into a stepwise workflow consisting of requirements, analytics, limitations and deliverables.
 Possess strong technical knowledge in statistical analysis and ML modeling;, able to develop the models, look for pitfalls and counter limitations.
 Able to implement, test, deliver, maintain and document the Machine Learning workflow proposed.
 Able to assess the effectiveness and accuracy of data sources and data gathering techniques.
 Able to mine, search for and increase the machine learning capabilities of existing data sets. The ability to expand on existing data sets to minimize bias is a plus.
 Able to continually seek and study new ML models and tools in the market to continuously optimize existing capabilities.
 Possess excellent communication skills to communicate technicalities to less technical parties.
 Strong documentation skills
 Strong teamwork skills to work within and cross departments.
 Strong sense of responsibility. All work, maintenance and upgrades needs to be completed and delivered in a timely and structured manner.
 B.E/ B.Tech/ M.C.A in Computer Science, Computer Engineering, Electrical and Electronics Engineering, Statistics, Economics and/or any other equivalent fields
 Proficient in Python, any other language is a plus.
 Proficient in accessing and using at least one of the following data storage solutions (S3, Redshift, DynamoDB, MongoDB, SQL, PostgreSQL)
 Experience in off premise data storage (cloud or local cloud)
 Experience in finding prediction capabilities from given data set (all kinds accepted)
 Recommended to have Certification in AWS/Machine Learning/Machine Vision/Data Management/Any other personal Machine Learning, Statistical modeling or data analytics and prediction project
 Purpose driven
 Hungry, ambitions, and self-motivated
 Meritocratic, results/performance > age/bureaucracy
 Resourceful, independent, chart our own destiny
 Determined, perseverance, and hard working
 Creative, innovative, out of the box
",https://www.glassdoor.sg/partner/jobListing.htm?pos=1014&ao=1110586&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_d611ec84&cb=1679538508233&jobListingId=1008540543645&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-93afab4f58f6e15f--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37FzUGt25OD_fKs-9z2-alUkxuFvOydU1dFJDSMoToNo1ch9U-QUzZmNKVNOQfg53a1ONWGf84qweO0hKZu3kkSV4u7alUY8RF13RAcsvHAWjib12hH0d8iSjhieuKT7fy2z7-FZOK3e__bG7IGg7ihLitdJgTC-Kg3jjZ6TTZuN8ahK3EXkh7R2vUu7QIambnmQpcTS0VqGQhRFayJ94QGL5j1m8BYlHrPmA8CTt5i_kwsF7p9-kF5WbbwH9l5H2uSgagAirhPbRcS8jfPtqM8WhBvLv_PT0_cfrsWQYVacKamBnj_CxYG1ty7IbdR2ietIAtQHc4jD9bmpqza4PWRW0h_hWolCwD-iYslHoWKpg4MHaVphzWBTrDE-PAK4REM-7EvyhXo0SpLFn7Rq-0y3B7NtQu3lPM30ehncN0S8wiytehOQQA8bS99ahn7_05_592o0obcW0eB0Nd5lCQwKbB3UmqaIs0Ks9okixCZ-TKhpTR5QdbdLQZGDoKcnXGL4EBM0CqSFoYKA4X9fYs3fKjK498tdnNMKKnROrTmm73SXxhx0YlUXGFhaO5kUPj6z1wpso2tCnp3CZNrDk5YuBodz8vY6TpMsc80wxOSrLeSZRXBG3hOyOokokgBHFfVixPj8coYkeFnGjMIE0kGgezhPf68riRlluPVlRVXLCv5Ii3aCEqL_wuZs_mlDFUfen0S0576uM9yGGH7rET6kelYK68aFRE0%3D
Skyworks,3.8,Data Scientist Intern,Singapore,NA,"Work closely with Skyworks Global Sourcing stakeholders to understand their business goals
 Determine the best data source and models that can support those goals
 Engage with cross functional stakeholders from finance, business lines and potential external consultants
 Develop Proof-of-Concept data models, including creating new databases, creative algorithms, and predictive models
 Creatively present the data and share insights with team members
 Integrate POC models into existing business process Undergraduate Degree in Manufacturing, Industrial or System Engineering, Business, Data Science and/or Business Analytics
 Experience with MS Excel, Artificial Intelligence",https://www.glassdoor.sg/partner/jobListing.htm?pos=1007&ao=1136043&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_a89cb086&cb=1679538508233&jobListingId=1008540908810&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-85473b2f9080e097-
GVT Government Technology Agency (GovTech),4.0,Data Scientist (CDO Office),Singapore,NA,"Facilitate discussions with stakeholders to understand their business challenges, sharpen the business use cases and translate them into data science projects
 Perform data cleaning, pre-processing, feature engineering, and build data science models to address the use case
 Depending on the use case, design of dashboards and interactive visualisations as tools for data exploration and storytelling may be expected
 Present findings, solicit feedback and prioritise refinements to the analysis in close iteration with stakeholders while managing overall project timeline
 Communicate the data insights in a clear and compelling narrative, supported with impactful visuals, to influence key decision makers
 Disciplines in Data Science, Computer Science, Statistics, Economics, Quantitative Social Science, or related qualifications. We will also factor in relevant certifications (e.g. Coursera)
 Minimum 4 years of experience working in public sector or data science field
 Knowledgeable in data science techniques and concepts, with sound understanding of their potentials and limitations when applied to business use cases
 Familiar with machine learning frameworks such as PyTorch, TensorFlow, and scikit-learn
 Experience in a production environment where models are deployed is a bonus.
 Experience in leading data science projects
 Training and relevant experience im Data science tools that uses Python (proficiency in R is a bonus) and Tableau for visual analytics (proficiency in Qlik and PowerBI is a bonus)
 Subject to the nature of your job role that might require you to be onsite during fixed hours",https://www.glassdoor.sg/partner/jobListing.htm?pos=1008&ao=1110586&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb578a6a&cb=1679538508233&jobListingId=1007478192423&cpc=FD1C1DA32C38CFA7&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-5b7c9cba3f338d62--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDVcd4wtkTsJYiv1OHJMok4AVYf_B4uk4qnmwMBm77fuO1vAMEn44ERj1aiQc-atSZ-EfC0olwBNf0SP3_4X4H4GZ_jhGO9pxY8S1aVaOgrlDajArn_9UAQw5DiFN34CGlajG6zHMsP20vi0xEBpkXDTw7gF8784TcB-eIFXoH7tA91Qu9XUlPSgySGiF94SGNh_JOk-zpGql2zPnZTV5o74LLoNPqRKCJPMUPTJaa8nlKfHs4YUiJMYVV5iJOQJJ-vuNFib3rcphzLZ0yXi2-mEtG08JvhWjMGcymfLAbiL46Ns7YGnlkGP9h5Fmp8mtSCIkttruxYgCbPfF3_s98YhBgoPQzPfHl19PWoIZrRC9L9txsZoqG7nZSTpdAxWbzXRV0Zn2fl68URRqAUE-rH_5hdf8vBZehhwZhOUJFNFU0w3eQEvK-YOtiZFoSa1hZEzffu46wZiIi-KFjROehKL9Bvh-8ZZWjwrdZLHLO26vROaPDJhh4i66Iv9qJcNEGum_NEtnk5D5ghD4K26-6GOX4RbkZ5kNWU1Cr_XiQXYbz6-KaQNmXG36z9xZufEuszApllZo3pwWojfcQePLi1CsTLpt47LqEllt4cCaeXkaDaZHsx6L_fIfCcOCxR-kH6XcN3ZzsAvyst0P3ncKGyFOMTiXae1DGgUf90-M8Mmfw%3D%3D
CXC SINGAPORE PTE. LTD.,3.5,Data Scientist,Singapore,6000 - 15000,"Responsible for designing, building, training, and deploying end-to-end machine learning and deep learning models.
 Working on various problems, including prediction, classification, personalization, individualization, and recommendation.
 Writing production-ready, scalable code
 Working directly with stakeholders, collaborating with other data scientists, machine learning engineers, and software engineers to create innovative solutions.
 Have at least 3 years of full-time experience, a Ph.D., or comparable qualification with a work history.
 Be knowledgeable about the latest developments in machine learning and deep learning.
 Experience deploying machine learning models in real-world applications.
 Experience training and re-training models, ideally with both tabulated and visual data.
 Experience with hyper-scaling platforms such as AWS, Azure, or Google, as well as big data technologies and data platforms.
 Worked with Python, SQL, REST, Keras, Tensorflow, SciKit Learn, and other machine learning and deep learning frameworks.
 Experience with GPU-based DevBox hardware, edge devices with GPU/Tensorcores/NeuralEngine like Nvidia Jetson family or similar, and streaming.
 Finally, you should be familiar with Linux, macOS, and Windows operating systems.",https://www.glassdoor.sg/partner/jobListing.htm?pos=1013&ao=1110586&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_f0c282ce&cb=1679538508233&jobListingId=1008515924362&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-9b69a693e9252917--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37FSIj_R-OtYQSX20M1fZxxX5m0DFlY7sxMrlm45CxUpeu13urVFDeC32qxjNUaqAB1NLbHMUZ_WOUcwM3ANGXfy7VBkBs3oBajG5lsA5HNKx4CvYf4QFdLHqe7md-esGHDFfqChZaMk9r5ir4JFDPNXXyrRzWPbpXDM1zJx2fv-pzuxlE7PPaiy7OQ8v7l2Ug_q_boRXsHOuMdcPAloqfDcPLvfUZIz2IEqm7p-VMsmyg08LdT10_xDZAcnoGlAfxZIL8461rsRi-ys4D2umsdOA6Y9WR0crRoeK2vz8b0crueWHZ8eQuZrBwZyytfHtvS5RhW2KUaF_3kUMIGJkwSi8LZtOH0vvFDFfMTkOSyBIkLI0mBG17jyBf4jWaJA-zJnVrnm2TSe-PWg6rREsnAI-auSONbyEEA3hzmgtibjRJlxyyDGsjpUfQwt9PGIHI0BHcLUVlqxCAn5OwGRjCpiqKTZk89I3BERBprjJBU7mAJSwgYjec3B7N3KDhk471oI2_zKBGVqX2m76H9VmeaM6MKJh3PmKBW3ReQ8WjHnh08XDVuFbFeIt9LMTNUrrFJW0lBlf7ipYrHVtm0_M7NbrbWU2i28oN7Bvz0INXqRSJ_8SQ3IMkmNBAhi8dUsGE1_Z7PD4CvlKUR6_ZyyZU9T1EEZw2BXjKg79S-ibCByh4F3FDjzDYsFw7h_6q1H3-6gFqphxvd7TP5lsRibaOy_ARY846-SpUr_zHSpLKT2jQ%3D%3D
GVT Government Technology Agency (GovTech),4.0,"Data Engineer (DART), Data Science & Artificial Intelligence Division",Singapore,NA,"Outcome Driven – Our projects are not academic exercises. We are driven by the “so what”, and seek to ensure that our findings and models can translate into tangible impact.
 Start Small and Move Fast - We build things fast. If it works, we quickly move on to the question of how we can scale it further. If it doesn’t work, what went wrong and what can we do better next time?
 Ownership – You’re not just here to write code. Team members help to figure out what we should be building, and how we should build.
 Continuous Learning – Working on new ideas often means not fully understanding what you are working on. Taking time to learn new architectures, frameworks, technologies, and even languages are not just encouraged, but essential.
 In this Together - We draw from the deep domain knowledge of our partners and apply best practices from our community of experts.
 Design, Architect, Deploy, and maintain solutions on AWS and Databricks to provide secure and governed access to data for data scientist, data analysts and business users.
 Manage the full life-cycle of a data lakehouse project from requirement gathering to data modelling, design of the data architecture and deployment.
 Collaborate with data stewards, data analysts and data scientists to build data pipelines to ingest data from enterprise systems for both batch and real-time streaming data.
 Establish and manage the complete machine learning lifecycle using MLFlow.
 Degree in Computer Science or Information Technology or related disciplines
 Have more than 4 years of experience in a technical role
 Hands-on experience in implementing Data Lake/Data Warehouse with technologies like – Databricks, Azure Synapse Analytics, SQL Database, AWS Lake formation.
 Understanding on OLTP, Data Lake and Lakehouse technologies that may include knowledge of S3, AWS Glue, DeltaLake or DataBricks
 Proficient in SQL, PySpark and Python.
 Experience in Big Data management & processing using tools such as Spark
 Knowledge in Machine Learning Frameworks and the use of ML Flow to manage the machine learning lifecycle
 Comfortable with DevOps tools like AWS Cloud Formation/Terraform, Docker and Git for CI/CD development.
 Prior experience with data engineering tools and frameworks like Airflow, Kafka, Hadoop, Spark, Kubernetes.
 Familiar in building REST services is good to have.
 Experience in the public sector is a bonus
",https://www.glassdoor.sg/partner/jobListing.htm?pos=1022&ao=1110586&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_1a728d91&cb=1679538508234&jobListingId=1008462790204&cpc=B076152010A3B66C&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-c3fe9914e5e6e0bf--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDVjXx47i4AkcN4mKv3LtN3y8PEUM7iVHnr4kXQ87vKYH5YzO_IrUMMUOUtR5Mz9hPE2Ix3pwNjBrpn08UQGbpWYJGYF8lwuiqsIv0VMUm1Y1b4gEBLPv77rRXfPD9YFnmwQWjamB36KUkQVA1UyfPm0H6zOm9_65L9rnf39JmF6tBsF8kIbMF3imCEN0fgOvxJ3tSb2LWyk_VfVm-FfRFN9Htw4qOvj_ffQshwXsKIxIQWzl0iL-Rb0R3-u2Ot2URU_TML28jK_98j34E5UAyK10WVQff6C1N3iVrF9HV-4RtgvpY4yziaxqB89fOAeUemlQvb9XOgywIJxYMqqJcGXZbAZiahyYBMcUQ9lSu1ysWr9xAZrhgl_YDOSUat3omdB9RExvTRgU4DE5DYvCA9Ti0_H17T0T2VJIn78KP_OvVbcKriKvtanGkqv9YmOplQRAPqnFk-HWGc2FwZXA2jm4HW-J16q8-NaSQRn-XOS86fEJKjfVvtdRTW5q4VstRVLg8p0wOg_Fdh1tZsQBDgkKZeKLGvTPJpOK3GYnXaNx22D51fmgy-uhgXXXTDyOWr3DVBG8M3gBAL2V1JyU-__dWVno12DTsVq1R0uF2URb97EsF5z-ewugHZLxZ75a7Rh5EWqleAXZPAxBeUJbSYGxAE0aDhVQQjwe1GnFA4BZg%3D%3D
CDG ZIG PTE. LTD.,NA,Senior Data Scientist,Singapore,5000 - 11000,"Undertake preprocessing of structured and unstructured data.
 Analyze large amounts of data to discover trends and patterns.
 Build predictive models and machine-learning algorithms.
 Apply expertise in data science, statistical analysis, data mining and the visualization of data to derive insights that value-add to business decision making.
 Work with internal stakeholders to architect and design analytics solution to meet business objectives.
 Bachelor of Science in Computer and Information Science
 Min 4 to 5 years of relevant work experience
 Experience in SQL, processing large data sets
 Experience in creating Dashboard by using Tableau & Power BI
 Experience in Data Visualization
 Experience in Statistical analysis and computing
 Experience in Machine learning, prediction model, operations research
 Experience in Computer programming such as Python, C++
 Statistical thinking & Technical acumen",https://www.glassdoor.sg/partner/jobListing.htm?pos=1012&ao=1110586&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_ebcd5475&cb=1679538508233&jobListingId=1008535398404&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-6a385d56e6cc036d--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37Enctm3V7SR0iZexSAae0CtbXZS2KsGxQyhe5yGTwYYC7QZkbAy2Z99M_4Nm4atgIQOOvP_ydKrpqXCW6ubiHo1FMiQvjL0d5TWa99_DBBJunCuNikOJ9mQbRQn1foEYYh1u-i8mkw_feJnar7cxd5CtGAvOhkzCVKYo2vXq00zWP4ksQJ0KJT0ClLP0Tg9krerRd3zyaTpUMs4mnPCcF-0NdRExMI34f3HwIvulO5pnZEZdue49aUD0qqAjKmmuj4QqVLuAAYrA8kIaM_NSJfQz3PjJ0mVRCaZMjx2kpc3mOKn546N0LWuBLcVylkcnudyjAntdwXbFMqRnZXrilvyphTUCIGQ_GE3EUGi3M58BcOW3qzZ9LezIuIswCKtK9oTpshKZhI_RtvNUNLnYh6tRPi0groYySYKpCt1KFODLnqISpwyyBefEpPKzbXUFkzfMY0ZwDtRRkd_2MhU44GIaUgLuGhzdeodjiiE8ZXdK8brGCCBK-eoO_pICZX9qsd17LHwX27IsrDScdzT-SHOGZqffIYXfi5kY2skqysMlprS0MT-TiWiB0_emyYcehhDCaxD6KLPSNWbNSMLYmm3Q8PtE1l85RctHn6HB9w0zvbXAR5Gdf_8Ee52ZoeeW4QAKx7-4Rr7KFWlrSyvpmJtOo7nQl7ypv-CA0kii2bf9dWrrfbed7CWyIRc6dIfFKVHyotp04eW3oAkXIpzgR-QEnNGY01x6vuJ4Glbs6Kx1Q%3D%3D
Veeva Systems,4.1,Senior Data Scientist,Singapore,66000 - 102000,"Design, and build data pipelines to support the Commercial Analytics Consultant, machine learning models, and all data-driven products Develop and maintain data storage systems including data warehouse and data lakes Apply ML algorithms to mine insights from diversified datasets Deploy ML models Work with the analytics consulting team to understand business requests and translate them into data engineering and data scientist solutions Documentation of all tech designs 2+ years relevant working experiences Experience with cloud-based data storage and computing platforms such as AWS, Google Cloud, or Azure Proficiency in Python or Java, and experience with big data technologies such as Hadoop, Spark, or Kafka Knowledge of database technologies such as SQL Experience with ETL tools and techniques Practical expertise in machine learning, statistical modeling Experience with model deployment and pipelines Certification in ML systems for Azure or AWS or GCP Knowledge of database technologies such as NoSQL, and graph databases Health & Medical Benefits Flexible Personal Development Benefits Wellness Program
 Veeva Giving",https://www.glassdoor.sg/partner/jobListing.htm?pos=1018&ao=1136043&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_553290a4&cb=1679538508234&jobListingId=1008541402624&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-b7ef9628536048c7-
GVT Government Technology Agency (GovTech),4.0,"Programme Manager (DART), Data Science & Artificial Intelligence Division",Singapore,NA,"Oversee implementation of an effective change management and communications plan to execute data transformation strategies to drive adoption of analytics across departments in GovTech.
 Organise events to build up the community of practice to encourage users to share knowledge and build up the data culture for use of data for actionable insights and decision making.
 Initiate and drive key data projects and use-cases, that are critical to the organization's business mission.
 Coordinate across various data job roles and teams to enable the implementation of data projects and use-cases.
 Track and monitor user engagement and adoption of analytics platforms and tools across the organisation.
 Create training materials for both online and face to face session and conduct training for users on the analytics platforms and tools used.
 Manage all aspects of assigned projects independently, including—but not limited to—programme execution and budgeting
 Demonstrated ability to build and maintain relationships with a wide array of people at both junior and senior levels;
 Highly collaborative working style with ability to deal with ambiguity and navigate uncertain situations to drive for clarity;
  Able to think strategically and develop clear and effective plans to implement the strategies;
 Team player with strong organization and people management skills;
 Excellent written, verbal communication, presentation, and negotiation skills;
 Experience with driving data transformation in an organisation
",https://www.glassdoor.sg/partner/jobListing.htm?pos=1025&ao=1110586&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_cf984a06&cb=1679538508234&jobListingId=1008353160796&cpc=F4EED0218A761C36&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-9b44328d7b4f6e57--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDXaGjdrL_b5MhFPzh4-SHcQ6P9foc73MJRMCtUmcYJDh64mGJYuyR4KCUu6fpGrN1GtPTMq3f5u6Xw1_x_dPbL5IlGmF4h-mf9TqeWYg4NdkNx_4b34JgsNfccZpGfoSpLWwPo4IN07gWexZbi-nvVTQ-vb2c0dx0ymqmuA5TJcFK7GXBZHSig91-0I8ndWC4MU-Z8Iuydk6CW1NRUhyVywAlhXg_mCcAqXLDWeniF9uQYelXE5NA9JTFfPN_P_e5oHOAAxDsCDqWRDwAIkRlq7NNjNZjyV5UCxkNQHqgEBU5y4iDxem_US94oGh7-kPSXrMoC0ruXFPwKCQkrvE4v5JWAX3WB-XrfPo13abM5MIurAWfQUB3D5U8afC1yGOvS5Zpto7_VSGCzt-m5BG0G3rFiswn1Fb5aUoRWh6qRapkeIeKans4XcHiItQLm7FEDjOEOwjf5WbPYxoj3Pms-jPHzZbqqnoDiDjMlkK9QVonQtGOAsccQZ_QyA0evXMreGQe7RCxaKZaNwKB6zi02ue-UXI4km8x_xRAcDAoEwFEJeiFBmgOmKo6GRROobUGN3FSMCcQtIxlFoer77Foypi7lY9brErzJoNDtcqmYUGPf-6cwVoBscacaN7Wj7TJ73KzNn09SXDZeWTMdhn8s_bhYUMETYkAPYeO3Mjvam3w%3D%3D
MALAYAN BANKING BERHAD,3.9,Junior Data Scientist,Singapore,5000 - 8000,"Responsible to enhance risk assessment and portfolio management techniques of the retail credit segment via the use of advanced analytics and machine learning.
 Support oversight of the retail portfolio in terms of risk-return and risk undertaking where data-driven approach is employed.
 Propose new risk management strategies as well as improve on existing strategies via evidence-based analytics.
 Provide assurance on the soundness of credit risk models employed in the retail credit space by pragmatically challenging and managing existing models.
 Employ data-driven metrics to enhance credit policy rules and underwriting standards in line with supporting business growth.
 Develop metrics and measures for measurement of current retail operations.
 Propose process and operations improvements in line with enhancing retail customer experience.
 Degree or MS or PhD in Data Science, Actuarial Studies, Artificial Intelligence, Applied Math, Computer Science, Engineering or any other related computational or quantitative discipline from a recognized University.
 Quantitative analysis background with 3 to 5 years of experience using data, statistical learning and machine learning techniques to solve problems and effectively answer pressing business questions.
 Highly capable of capturing business requirements and translating into technical specifications, and strong project and people management skills, and ability to manage teams in an Agile manner is an added advantage.
 Experience building production grade analytics pipelines comprising of extract, transform, load routines, model deployment, automated model monitoring, also excellent communication and presentation skills, with ability to clearly and effectively communicate complex analytical and technical content to a less-technical business-savvy audience.
 SQL, with ability to write complex queries spanning over multiple databases and foreign keys, based on a simple high-level brief and competent with programming languages e.g. Python, R, Julia, C or C++ for and data manipulation, data cleaning, data engineering and model development or machine learning.
 Experience with business intelligence and visualization tools e.g. Tableau, Qlikview, Microsoft Power BI, etc. is an added advantage.
 Familiarity with machine-learning frameworks such as TensorFlow, Keras, PyTorch and libraries is an added advantage, also exposure to retail credit business is an added advantage.",https://www.glassdoor.sg/partner/jobListing.htm?pos=1026&ao=1110586&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_5bdba06a&cb=1679538508234&jobListingId=1008526041134&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-f0f6d7fd783b10e3--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37HP8syDIXLbWIWNNxlpIWPsb205lzVCipjN84O1A8mtRAD_c1ccsHSWUZQU7UFOQc5vSnjm2zQDsa9NRX-NCbxcpj29XUlPno6HagTcSksOyoU9A7Z9_PdNcC0cvbUFDeDCUBMxpd52_5AO2piX_UFSbMJsIBhxAezYCTlAKFPWHdfn7CjhPfYHsJbj0MnntPrOJIa-8IEw1hbh7rqJDLsL9rY9UdvST33nLVhBcju6DEVljNABSVU0P5XCPivDDCm_6M8j7Vp68jz_IFr_LjBzoey9ZyoR8POhbeJCb0OTLZk1_wWFTSWub7KGIWXF_xcrbU-4FlDIlYp2aEIvu1MJsJpg_AOpvlrjmTQAFxhvnBEZKVz7xnnSaQwtCz3h70Q58XrTpIaS1S-JM-yOE74GTEHycEYYe2yBTk5ZLGZ3nVwtv6YpLizOtc3jaJ74BaJzDDfWDeWjJwqshjgz7Y0id1FCAv6oCQ5SfZzl9YzO66hUqGWcNyh7lYcyhLE2nqozD0yzSYmBsmouIbYaYA6FRdKm-186MqptUoAl5JVF4csBv6ok-F26VAqiA1pratbnO11pqgLfJDZeBW32zrsIuc7WEO9bipqNq8-nCgQSWgbolqBxm9iKww5Q5ug07bx4Oz7AgQEE7xEWSLlOU6nhnCBiybHCYs2XZYKXTnPy2eYq2mogibHCgwO3gi9Nnxogfy-5XsNGYkrT_A02lZVeXPJnEzg7gZnpWLBRfOCYkian0hCNJYJ4
TikTok,3.6,Data Scientist Intern (TikTok Data Science) - 2023 Start,Singapore,NA,"Conduct product analytics to provide product recommendations that drive product growth and nurture a healthy ecosystem Deep dive into data sources, understand their limitations, and communicate complex data insights through exploratory analysis and research to suggest improvement Design and monitor core metrics; understand root causes of metric movements Design and build advanced analytical solutions and models to deliver superior business outcomes Undergraduate, or Postgraduate who is currently pursuing a degree/master in Computer Science, Statistics, Mathematics, Internet Security or related STEM majors Experience in Data Science, Product Analytics, Data Analytics, or BI. Experience in Data Science/Algo in the Internet field is a plus. Experience in quantitative fields (Computer Science, Engineering, Statistics, Mathematics or related fields) is a plus. Experience with SQL, ETL, Python, or R Experience navigating and working with very large data sets and developing large and complex data pipelines using SQL Self-motivated, detail-oriented, learn autonomously, and highly organized Ability to conduct rigorous analysis and communicate conclusions to both technical and non-technical audiences Work at least four days per week (subject to local regulations limit on interning practice hours) for at least a four-month period",https://www.glassdoor.sg/partner/jobListing.htm?pos=1028&ao=1136043&s=58&guid=000001870c4bd08584489aa0bd7aca6e&src=GD_JOB_AD&t=SR&vt=w&cs=1_0a3b0c9f&cb=1679538508234&jobListingId=1008488925415&jrtk=3-0-1gs64nk5skbmu801-1gs64nk6li3a5800-23bc78b0f4861c75-
